code,stage,source_volume,carrier_key,histories,hit_rows,deposit_keV_sum
fluka,raw,ColdPlate_MXC_50mK_SD_anchor,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,438,651,221873.03362576055
fluka,raw,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,150,215,75775.5870413001
fluka,raw,Cu_50mK_StillLike_Can_side_wall_above_side_port,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,132,203,66771.42102302407
fluka,raw,Cu_50mK_StillLike_Can_bottom_cap_2mm,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,90,132,45341.528992939995
fluka,raw,ColdPlate_CP_100mK_intercept,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,88,129,44182.14304579999
fluka,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,74,103,37813.93044062997
fluka,raw,ColdPlate_Still_0p7K,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,47,60,23633.87646379998
fluka,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,46,65,23289.81036709998
fluka,raw,DR_MixingChamber_Cu,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,39,53,19078.581088699997
fluka,raw,DR_Continuous_HEX_CuNi_MXC_to_CP,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,30,47,15004.672300670001
fluka,raw,DR_Continuous_HEX_CuNi_CP_to_Still,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,17,21,8539.327893
fluka,raw,ColdPlate_4K,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,14,17,7153.9868400000005
fluka,raw,Cu_SubstrateSupport_OpenRing_L5_YP_panel,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,13,22,6642.98778
fluka,raw,DR_Still_Pot_Cu,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,12,17,6131.9887205
fluka,raw,Cu_ColdFinger_Stem_YP_ZP_to_MXC,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,10,14,4865.2014126
fluka,raw,ColdPlate_MXC_50mK_SD_anchor,FLUKA:ELECTRON|MGDRAW_EMFSCO_CONTINUOUS|3|2,8,8,1944.5546528999998
fluka,raw,Cu_SubstrateSupport_OpenRing_L4_YP_panel,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,7,8,3340.6348288000004
fluka,raw,Cu_SubstrateSupport_OpenRing_L2_ZP_panel,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,6,9,3065.99436
fluka,raw,Cu_SubstrateSupport_OpenRing_L3_ZP_panel,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,5,5,2554.9953
fluka,raw,DR_Capillary_CuNi_MXC_CP,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,5,6,2554.9953
fluka,raw,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,FLUKA:ELECTRON|MGDRAW_EMFSCO_CONTINUOUS|3|2,5,6,874.0541705999999
fluka,raw,Cu_SubstrateSupport_OpenRing_L1_YM_panel,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,4,8,2043.9962405
fluka,raw,DR_Capillary_CuNi_CP_Still,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,4,6,2043.99624
fluka,raw,Cu_ColdFinger_Stem_YP_ZM_to_MXC,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,4,6,2043.9962399
fluka,raw,Cu_ColdFinger_OffAxis_YP_ZP_from_Disk_to_Stem,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,3,7,1532.9971801000002
fluka,raw,DR_Capillary_CuNi_Still_4K,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,3,4,1532.9971799999998
fluka,raw,Cu_SubstrateSupport_OpenRing_L2_YM_panel,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,3,4,1532.9971799999998
fluka,raw,Cu_SubstrateSupport_OpenRing_L2_YP_panel,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,3,3,1532.9971799999998
fluka,raw,Cu_ColdFinger_Stem_YM_ZM_to_MXC,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,3,5,1532.9971798000001
fluka,raw,Cu_SubstrateSupport_OpenRing_L5_ZP_panel,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,3,5,1532.9971796999998
fluka,raw,Cu_SubstrateSupport_OpenRing_L1_YP_panel,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,3,3,1147.297451
fluka,raw,DR_MixingChamber_Cu,FLUKA:ELECTRON|MGDRAW_EMFSCO_CONTINUOUS|3|2,3,3,850.382249
fluka,raw,ColdPlate_CP_100mK_intercept,FLUKA:ELECTRON|MGDRAW_EMFSCO_CONTINUOUS|3|2,3,3,785.774232
fluka,raw,Cu_50mK_StillLike_Can_bottom_cap_2mm,FLUKA:ELECTRON|MGDRAW_EMFSCO_CONTINUOUS|3|2,3,3,648.3864065
fluka,raw,Cu_SubstrateSupport_OpenRing_L3_YM_panel,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,2,4,1021.9981201999999
fluka,raw,Cu_ColdFinger_OffAxis_YM_ZP_from_Disk_to_Stem,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,2,2,1021.99812
fluka,raw,Cu_SubstrateSupport_OpenRing_L4_ZM_panel,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,2,2,1021.99812
fluka,raw,Cu_50mK_StillLike_Can_side_wall_above_side_port,FLUKA:ELECTRON|MGDRAW_EMFSCO_CONTINUOUS|3|2,2,2,680.454896
fluka,raw,Cu_SubstrateSupport_OpenRing_L1_ZP_panel,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,1,2,510.99906020000003
fluka,raw,Cu_MXC_Clamp_Pad_YP_ZM_for_OffAxisStem,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,1,1,510.99906
fluka,raw,DR_4K_Condenser_Cu,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,1,2,510.99906
fluka,raw,Cu_MXC_Clamp_Pad_YP_ZP_for_OffAxisStem,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,1,1,510.99906
fluka,raw,Cu_ColdFinger_Stem_YM_ZP_to_MXC,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,1,1,510.99906
fluka,raw,Cu_SubstrateSupport_OpenRing_L4_ZP_panel,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,1,2,510.99906
fluka,raw,Cu_MXC_Clamp_Pad_YM_ZP_for_OffAxisStem,FLUKA:EM_BELOW_THRESHOLD|ENDRAW_EM_LOCAL_DEPOSITION|211|20,1,1,510.99906
fluka,raw,Cu_SubstrateSupport_OpenRing_L1_YP_panel,FLUKA:ELECTRON|MGDRAW_EMFSCO_CONTINUOUS|3|2,1,1,385.699729
fluka,raw,ColdPlate_Still_0p7K,FLUKA:ELECTRON|MGDRAW_EMFSCO_CONTINUOUS|3|2,1,1,383.079356
fluka,raw,DR_Continuous_HEX_CuNi_MXC_to_CP,FLUKA:ELECTRON|MGDRAW_EMFSCO_CONTINUOUS|3|2,1,1,325.299499
fluka,raw,Cu_ColdFinger_Stem_YP_ZP_to_MXC,FLUKA:ELECTRON|MGDRAW_EMFSCO_CONTINUOUS|3|2,1,3,244.78918779999998
fluka,raw,Cu_SubstrateSupport_OpenRing_L4_YP_panel,FLUKA:ELECTRON|MGDRAW_EMFSCO_CONTINUOUS|3|2,1,1,236.358591
fluka,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,FLUKA:ELECTRON|MGDRAW_EMFSCO_CONTINUOUS|3|2,1,1,216.146391
fluka,raw,DR_Continuous_HEX_CuNi_CP_to_Still,FLUKA:ELECTRON|MGDRAW_EMFSCO_CONTINUOUS|3|2,1,1,147.656127
megalib,raw,ColdPlate_MXC_50mK_SD_anchor,MEGAlib:e-|gamma|phot|eIoni,227,728,72036.58614829999
megalib,raw,ColdPlate_MXC_50mK_SD_anchor,MEGAlib:gamma|e+|annihil|phot,227,227,1747.4733900000012
megalib,raw,ColdPlate_MXC_50mK_SD_anchor,MEGAlib:gamma|gamma|phot|phot,197,283,1794.9339399999988
megalib,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,MEGAlib:e-|gamma|phot|eIoni,164,532,52662.81293429002
megalib,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,MEGAlib:gamma|e+|annihil|phot,164,164,1365.4804999999994
megalib,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,MEGAlib:gamma|gamma|phot|phot,137,207,1331.3360699999996
megalib,raw,Cu_50mK_StillLike_Can_bottom_cap_2mm,MEGAlib:e-|gamma|phot|eIoni,114,370,35540.2722168
megalib,raw,Cu_50mK_StillLike_Can_bottom_cap_2mm,MEGAlib:gamma|e+|annihil|phot,114,114,932.8487199999986
megalib,raw,ColdPlate_MXC_50mK_SD_anchor,MEGAlib:e-|gamma|compt|eIoni,112,176,21966.9762328
megalib,raw,ColdPlate_MXC_50mK_SD_anchor,MEGAlib:gamma|e+|annihil|compt,109,144,214.02781999999996
megalib,raw,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,MEGAlib:e-|gamma|phot|eIoni,107,359,35356.6120541
megalib,raw,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,MEGAlib:gamma|e+|annihil|phot,107,107,809.9337499999996
megalib,raw,Cu_50mK_StillLike_Can_bottom_cap_2mm,MEGAlib:gamma|gamma|phot|phot,97,144,782.14713
megalib,raw,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,MEGAlib:gamma|gamma|phot|phot,91,130,766.2702899999997
megalib,raw,Cu_50mK_StillLike_Can_side_wall_above_side_port,MEGAlib:e-|gamma|phot|eIoni,77,240,23699.597620579996
megalib,raw,Cu_50mK_StillLike_Can_side_wall_above_side_port,MEGAlib:gamma|e+|annihil|phot,77,77,708.9784200000004
megalib,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,MEGAlib:e-|gamma|compt|eIoni,68,102,14062.970177500001
megalib,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,MEGAlib:gamma|e+|annihil|compt,66,83,98.82293000000001
megalib,raw,Cu_50mK_StillLike_Can_bottom_cap_2mm,MEGAlib:e-|gamma|compt|eIoni,65,103,13099.039871999998
megalib,raw,ColdPlate_MXC_50mK_SD_anchor,MEGAlib:gamma|e-|eBrem|phot,64,69,379.85482000000025
megalib,raw,Cu_50mK_StillLike_Can_bottom_cap_2mm,MEGAlib:gamma|e+|annihil|compt,64,92,163.82219999999998
megalib,raw,Cu_50mK_StillLike_Can_side_wall_above_side_port,MEGAlib:gamma|gamma|phot|phot,63,87,551.3035400000001
megalib,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,MEGAlib:e-|gamma|phot|eIoni,53,173,17315.436349300002
megalib,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,MEGAlib:gamma|e+|annihil|phot,53,53,444.23429000000027
megalib,raw,ColdPlate_MXC_50mK_SD_anchor,MEGAlib:e-|gamma|phot|eBrem,48,54,4800.7895323699995
megalib,raw,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,MEGAlib:e-|gamma|compt|eIoni,47,75,8842.115498500001
megalib,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,MEGAlib:gamma|e-|eBrem|phot,47,54,327.54283000000015
megalib,raw,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,MEGAlib:gamma|e+|annihil|compt,47,59,111.02413000000006
megalib,raw,ColdPlate_CP_100mK_intercept,MEGAlib:e-|gamma|phot|eIoni,42,138,15467.943551999997
megalib,raw,ColdPlate_MXC_50mK_SD_anchor,MEGAlib:e-|gamma|phot|msc,42,685,6338.335925961698
megalib,raw,ColdPlate_CP_100mK_intercept,MEGAlib:gamma|e+|annihil|phot,42,42,384.96370000000036
megalib,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,MEGAlib:gamma|gamma|phot|phot,42,59,355.3337600000001
megalib,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,MEGAlib:e-|gamma|phot|eBrem,41,47,4429.8571661000005
megalib,raw,ColdPlate_MXC_50mK_SD_anchor,MEGAlib:e-|e-|eIoni|eIoni,41,44,3466.7565040000004
megalib,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,MEGAlib:e-|gamma|phot|msc,39,742,6013.257390371999
megalib,raw,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,MEGAlib:gamma|e-|eBrem|phot,38,46,251.67593000000002
megalib,raw,Cu_50mK_StillLike_Can_side_wall_above_side_port,MEGAlib:e-|gamma|compt|eIoni,36,54,6893.29836
megalib,raw,Cu_50mK_StillLike_Can_side_wall_above_side_port,MEGAlib:gamma|e+|annihil|compt,35,46,92.66913000000002
megalib,raw,ColdPlate_CP_100mK_intercept,MEGAlib:gamma|gamma|phot|phot,34,50,294.78690000000006
megalib,raw,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,MEGAlib:e-|gamma|phot|eBrem,32,38,2848.648268000001
megalib,raw,Cu_50mK_StillLike_Can_bottom_cap_2mm,MEGAlib:gamma|e-|eBrem|phot,32,40,250.64346000000003
megalib,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,MEGAlib:e-|e-|eIoni|eIoni,28,28,2422.5039099999995
megalib,raw,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,MEGAlib:e-|gamma|phot|msc,26,322,3827.3344783589996
megalib,raw,Cu_50mK_StillLike_Can_side_wall_above_side_port,MEGAlib:gamma|e-|eBrem|phot,25,30,126.85717000000004
megalib,raw,Cu_50mK_StillLike_Can_bottom_cap_2mm,MEGAlib:e-|gamma|phot|eBrem,24,29,1901.8834030000003
megalib,raw,Cu_SubstrateSupport_OpenRing_L5_YP_panel,MEGAlib:e-|gamma|phot|eIoni,23,62,6178.282644000002
megalib,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,MEGAlib:e-|gamma|compt|eIoni,23,36,4293.269515099999
megalib,raw,Cu_SubstrateSupport_OpenRing_L5_YP_panel,MEGAlib:gamma|e+|annihil|phot,23,23,306.5837000000001
megalib,raw,ColdPlate_Still_0p7K,MEGAlib:e-|gamma|phot|eIoni,22,64,6758.67936
megalib,raw,ColdPlate_Still_0p7K,MEGAlib:gamma|e+|annihil|phot,22,22,132.6669
megalib,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,MEGAlib:gamma|e+|annihil|compt,22,29,34.139340000000004
megalib,raw,Cu_50mK_StillLike_Can_bottom_cap_2mm,MEGAlib:e-|gamma|phot|msc,21,382,2623.247422528
megalib,raw,Cu_50mK_StillLike_Can_side_wall_above_side_port,MEGAlib:e-|gamma|phot|msc,19,334,2968.3177837290004
megalib,raw,Cu_50mK_StillLike_Can_side_wall_rectcut_window_band,MEGAlib:e-|e-|eIoni|eIoni,19,21,1277.3180200000002
megalib,raw,ColdPlate_Still_0p7K,MEGAlib:gamma|gamma|phot|phot,19,24,180.39370000000005
megalib,raw,ColdPlate_MXC_50mK_SD_anchor,MEGAlib:gamma|e-|eIoni|phot,19,22,43.98561
megalib,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,MEGAlib:gamma|e-|eBrem|phot,18,20,128.31880999999998
megalib,raw,DR_MixingChamber_Cu,MEGAlib:e-|gamma|phot|eIoni,17,54,5756.072956999999
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_ZP_panel,MEGAlib:e-|gamma|phot|eIoni,17,43,4935.107805000001
megalib,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,MEGAlib:e-|e-|eIoni|eIoni,17,18,1387.2561300000002
megalib,raw,ColdPlate_MXC_50mK_SD_anchor,MEGAlib:e-|gamma|compt|eBrem,17,17,1369.5536749999997
megalib,raw,Cu_SubstrateSupport_OpenRing_L3_ZP_panel,MEGAlib:gamma|e+|annihil|phot,17,17,170.25945000000002
megalib,raw,Cu_SubstrateSupport_OpenRing_L5_YP_panel,MEGAlib:gamma|gamma|phot|phot,17,22,152.14126
megalib,raw,DR_MixingChamber_Cu,MEGAlib:gamma|e+|annihil|phot,17,17,114.50565
megalib,raw,Cu_SubstrateSupport_OpenRing_L4_ZM_panel,MEGAlib:e-|gamma|phot|eIoni,16,49,4607.682973999999
megalib,raw,ColdPlate_CP_100mK_intercept,MEGAlib:e-|gamma|compt|eIoni,16,26,2887.4827695000004
megalib,raw,Cu_SubstrateSupport_OpenRing_L4_ZM_panel,MEGAlib:gamma|e+|annihil|phot,16,16,119.45530000000002
megalib,raw,ColdPlate_CP_100mK_intercept,MEGAlib:gamma|e+|annihil|compt,16,22,84.20596
megalib,raw,Cu_50mK_StillLike_Can_side_wall_above_side_port,MEGAlib:e-|gamma|phot|eBrem,15,19,1707.58534914
megalib,raw,Cu_50mK_StillLike_Can_side_wall_below_side_port,MEGAlib:e-|gamma|phot|eBrem,15,15,1437.1219019999999
megalib,raw,Cu_SubstrateSupport_SolidDisk_L0_deepest,MEGAlib:gamma|e-|eIoni|phot,15,15,34.315079999999995
megalib,raw,Cu_SubstrateSupport_OpenRing_L4_YP_panel,MEGAlib:e-|gamma|phot|eIoni,14,47,4034.348812
megalib,raw,Cu_SubstrateSupport_OpenRing_L2_ZP_panel,MEGAlib:e-|gamma|phot|eIoni,14,48,3900.1880310000006
megalib,raw,Cu_SubstrateSupport_OpenRing_L4_ZM_panel,MEGAlib:e-|gamma|compt|eIoni,14,23,2446.1925499999998
megalib,raw,Cu_SubstrateSupport_OpenRing_L4_YP_panel,MEGAlib:gamma|e+|annihil|phot,14,14,222.94535999999997
