code,stream,source_tag,band,band_label,stage,stage_label,events,rate_s-1,mc_sigma_s-1,side_compton_class_counts
FLUKA,delayed,I-128,e300_480,300-480 keV,side_compton_fov_pass,final,7,0.004751461244027582,0.0017958835451226526,"{""keep"": 3, ""single"": 4}"
FLUKA,delayed,I-128,e480_550,480-550 keV,raw,raw,5,0.0033939008885911304,0.0015177986191573418,{}
FLUKA,delayed,I-128,e800_1500,800-1500 keV,raw,raw,1,0.0006787801777182261,0.0006787801777182261,{}
FLUKA,delayed,In-108,all_tes_gt0,all TES > 0,raw,raw,1,0.0006787801777182261,0.0006787801777182261,{}
FLUKA,delayed,In-108,e300_480,300-480 keV,raw,raw,1,0.0006787801777182261,0.0006787801777182261,{}
FLUKA,delayed,Mg-27,all_tes_gt0,all TES > 0,raw,raw,5,0.003383536065338341,0.0015131680623878259,{}
FLUKA,delayed,Mg-27,e100_300,100-300 keV,raw,raw,1,0.0006787801777182261,0.0006787801777182261,{}
FLUKA,delayed,Mg-27,e300_480,300-480 keV,raw,raw,3,0.0020259757099018887,0.0011696976214834985,{}
FLUKA,delayed,Mn-51,all_tes_gt0,all TES > 0,raw,raw,1,0.0006785452803443753,0.0006785452803443753,{}
FLUKA,delayed,Mn-52,all_tes_gt0,all TES > 0,raw,raw,1,0.0005730738874627298,0.0005730738874627298,{}
FLUKA,delayed,Mn-52,e550_800,550-800 keV,raw,raw,1,0.0005730738874627298,0.0005730738874627298,{}
FLUKA,delayed,Na-22,all_tes_gt0,all TES > 0,raw,raw,5,3.692848776152781e-05,1.6514921788209044e-05,{}
FLUKA,delayed,Na-22,e100_300,100-300 keV,raw,raw,2,1.4771395104611124e-05,1.0444953646056297e-05,{}
FLUKA,delayed,Na-22,e300_480,300-480 keV,raw,raw,2,1.4771395104611124e-05,1.0444953646056297e-05,{}
FLUKA,delayed,Na-22,e800_1500,800-1500 keV,raw,raw,1,7.385697552305562e-06,7.385697552305562e-06,{}
FLUKA,delayed,Na-24,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,1,0.000678780139192184,0.000678780139192184,{}
FLUKA,delayed,Na-24,all_tes_gt0,all TES > 0,raw,raw,4,0.002715120556768736,0.001357560278384368,{}
FLUKA,delayed,Na-24,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,1,0.000678780139192184,0.000678780139192184,"{""single"": 1}"
FLUKA,delayed,Na-24,e100_300,100-300 keV,active_veto_pass,active-veto,1,0.000678780139192184,0.000678780139192184,{}
FLUKA,delayed,Na-24,e100_300,100-300 keV,raw,raw,1,0.000678780139192184,0.000678780139192184,{}
FLUKA,delayed,Na-24,e100_300,100-300 keV,side_compton_fov_pass,final,1,0.000678780139192184,0.000678780139192184,"{""single"": 1}"
FLUKA,delayed,Na-24,e1500_3000,1500-3000 keV,raw,raw,1,0.000678780139192184,0.000678780139192184,{}
FLUKA,delayed,Na-24,e800_1500,800-1500 keV,raw,raw,1,0.000678780139192184,0.000678780139192184,{}
FLUKA,delayed,Nb-90,all_tes_gt0,all TES > 0,raw,raw,1,0.0006787801520691502,0.0006787801520691502,{}
FLUKA,delayed,Nb-91,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,1,2.841434464760902e-08,2.841434464760902e-08,{}
FLUKA,delayed,Nb-91,all_tes_gt0,all TES > 0,raw,raw,1,2.841434464760902e-08,2.841434464760902e-08,{}
FLUKA,delayed,Nb-91,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,1,2.841434464760902e-08,2.841434464760902e-08,"{""single"": 1}"
FLUKA,delayed,Nb-92,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,2,1.113669074733392e-12,7.874829547417295e-13,{}
FLUKA,delayed,Nb-92,all_tes_gt0,all TES > 0,raw,raw,4,2.227338149466784e-12,1.113669074733392e-12,{}
FLUKA,delayed,Nb-92,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,1,5.56834537366696e-13,5.56834537366696e-13,"{""single"": 1, ""veto"": 1}"
FLUKA,delayed,Nb-92,e300_480,300-480 keV,active_veto_pass,active-veto,1,5.56834537366696e-13,5.56834537366696e-13,{}
FLUKA,delayed,Nb-92,e300_480,300-480 keV,raw,raw,1,5.56834537366696e-13,5.56834537366696e-13,{}
FLUKA,delayed,Nb-92,e300_480,300-480 keV,side_compton_fov_pass,final,1,5.56834537366696e-13,5.56834537366696e-13,"{""single"": 1}"
FLUKA,delayed,Nb-92,e550_800,550-800 keV,active_veto_pass,active-veto,1,5.56834537366696e-13,5.56834537366696e-13,{}
FLUKA,delayed,Nb-92,e550_800,550-800 keV,raw,raw,1,5.56834537366696e-13,5.56834537366696e-13,{}
FLUKA,delayed,Nb-92,e550_800,550-800 keV,side_compton_fov_pass,final,0,0.0,0.0,"{""veto"": 1}"
FLUKA,delayed,Nb-92,e800_1500,800-1500 keV,raw,raw,1,5.56834537366696e-13,5.56834537366696e-13,{}
FLUKA,delayed,Nb-94,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,32,3.030924753489277e-08,5.3579686161460815e-09,{}
FLUKA,delayed,Nb-94,all_tes_gt0,all TES > 0,raw,raw,86,8.145610275002446e-08,8.783637453879357e-09,{}
FLUKA,delayed,Nb-94,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,21,1.989044369477338e-08,4.340450658931244e-09,"{""keep"": 8, ""single"": 13, ""veto"": 11}"
FLUKA,delayed,Nb-94,e100_300,100-300 keV,active_veto_pass,active-veto,12,1.1365967825584788e-08,3.2810722918510013e-09,{}
FLUKA,delayed,Nb-94,e100_300,100-300 keV,raw,raw,28,2.652059159303117e-08,5.011920712676484e-09,{}
FLUKA,delayed,Nb-94,e100_300,100-300 keV,side_compton_fov_pass,final,9,8.524475869188591e-09,2.841491956396197e-09,"{""keep"": 2, ""single"": 7, ""veto"": 3}"
FLUKA,delayed,Nb-94,e300_480,300-480 keV,active_veto_pass,active-veto,4,3.788655941861596e-09,1.894327970930798e-09,{}
FLUKA,delayed,Nb-94,e300_480,300-480 keV,raw,raw,7,6.630147898257793e-09,2.505960356338242e-09,{}
FLUKA,delayed,Nb-94,e300_480,300-480 keV,side_compton_fov_pass,final,3,2.8414919563961973e-09,1.6405361459255008e-09,"{""keep"": 2, ""single"": 1, ""veto"": 1}"
FLUKA,delayed,Nb-94,e480_550,480-550 keV,active_veto_pass,active-veto,1,9.47163985465399e-10,9.47163985465399e-10,{}
FLUKA,delayed,Nb-94,e480_550,480-550 keV,raw,raw,2,1.894327970930798e-09,1.3394921540365204e-09,{}
FLUKA,delayed,Nb-94,e480_550,480-550 keV,side_compton_fov_pass,final,1,9.47163985465399e-10,9.47163985465399e-10,"{""single"": 1}"
FLUKA,delayed,Nb-94,e550_800,550-800 keV,active_veto_pass,active-veto,5,4.735819927326995e-09,2.117923057340255e-09,{}
FLUKA,delayed,Nb-94,e550_800,550-800 keV,raw,raw,14,1.3260295796515585e-08,3.543963122702856e-09,{}
FLUKA,delayed,Nb-94,e550_800,550-800 keV,side_compton_fov_pass,final,3,2.8414919563961973e-09,1.6405361459255008e-09,"{""keep"": 2, ""single"": 1, ""veto"": 2}"
FLUKA,delayed,Nb-94,e800_1500,800-1500 keV,active_veto_pass,active-veto,7,6.630147898257793e-09,2.505960356338242e-09,{}
FLUKA,delayed,Nb-94,e800_1500,800-1500 keV,raw,raw,16,1.5154623767446385e-08,3.788655941861596e-09,{}
FLUKA,delayed,Nb-94,e800_1500,800-1500 keV,side_compton_fov_pass,final,2,1.894327970930798e-09,1.3394921540365204e-09,"{""keep"": 2, ""veto"": 5}"
FLUKA,delayed,Ne-24,all_tes_gt0,all TES > 0,raw,raw,1,0.0006753252366339629,0.0006753252366339629,{}
FLUKA,delayed,Ne-24,e100_300,100-300 keV,raw,raw,1,0.0006753252366339629,0.0006753252366339629,{}
FLUKA,delayed,Ni-59,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,4,9.541805131252822e-10,4.770902565626411e-10,{}
FLUKA,delayed,Ni-59,all_tes_gt0,all TES > 0,raw,raw,4,9.541805131252822e-10,4.770902565626411e-10,{}
FLUKA,delayed,Ni-59,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,4,9.541805131252822e-10,4.770902565626411e-10,"{""single"": 4}"
FLUKA,delayed,Ni-63,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,3,5.727107171849269e-07,3.306546867345012e-07,{}
FLUKA,delayed,Ni-63,all_tes_gt0,all TES > 0,raw,raw,3,5.727107171849269e-07,3.306546867345012e-07,{}
FLUKA,delayed,Ni-63,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,3,5.727107171849269e-07,3.306546867345012e-07,"{""single"": 3}"
FLUKA,delayed,Ta-174,all_tes_gt0,all TES > 0,raw,raw,1,0.0006787801777182261,0.0006787801777182261,{}
FLUKA,delayed,Ta-174,e300_480,300-480 keV,raw,raw,1,0.0006787801777182261,0.0006787801777182261,{}
FLUKA,delayed,Ta-175,all_tes_gt0,all TES > 0,raw,raw,1,0.0006787801776858146,0.0006787801776858146,{}
FLUKA,delayed,Ta-175,e300_480,300-480 keV,raw,raw,1,0.0006787801776858146,0.0006787801776858146,{}
FLUKA,delayed,Ta-178,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,1,0.0006787801777182261,0.0006787801777182261,{}
FLUKA,delayed,Ta-178,all_tes_gt0,all TES > 0,raw,raw,1,0.0006787801777182261,0.0006787801777182261,{}
FLUKA,delayed,Ta-178,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,1,0.0006787801777182261,0.0006787801777182261,"{""single"": 1}"
FLUKA,delayed,Ta-179,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,1,1.0533976836335454e-05,1.0533976836335454e-05,{}
FLUKA,delayed,Ta-179,all_tes_gt0,all TES > 0,raw,raw,1,1.0533976836335454e-05,1.0533976836335454e-05,{}
FLUKA,delayed,Ta-179,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,1,1.0533976836335454e-05,1.0533976836335454e-05,"{""reject_kept"": 1}"
FLUKA,delayed,Ta-179,e100_300,100-300 keV,active_veto_pass,active-veto,1,1.0533976836335454e-05,1.0533976836335454e-05,{}
FLUKA,delayed,Ta-179,e100_300,100-300 keV,raw,raw,1,1.0533976836335454e-05,1.0533976836335454e-05,{}
FLUKA,delayed,Ta-179,e100_300,100-300 keV,side_compton_fov_pass,final,1,1.0533976836335454e-05,1.0533976836335454e-05,"{""reject_kept"": 1}"
FLUKA,delayed,Ta-182,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,439,0.025814709584867597,0.0012320688667324634,{}
FLUKA,delayed,Ta-182,all_tes_gt0,all TES > 0,raw,raw,653,0.03839864546450652,0.0015026551149040993,{}
FLUKA,delayed,Ta-182,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,388,0.02281573421168252,0.001158293411826984,"{""keep"": 43, ""reject_kept"": 48, ""single"": 297, ""veto"": 51}"
FLUKA,delayed,Ta-182,e100_300,100-300 keV,active_veto_pass,active-veto,117,0.006880002326718679,0.0006360564401101451,{}
FLUKA,delayed,Ta-182,e100_300,100-300 keV,raw,raw,159,0.009349746751694624,0.0007414831487494451,{}
FLUKA,delayed,Ta-182,e100_300,100-300 keV,side_compton_fov_pass,final,102,0.0059979507463701264,0.0005938856194413476,"{""keep"": 13, ""reject_kept"": 12, ""single"": 77, ""veto"": 15}"
FLUKA,delayed,Ta-182,e1500_3000,1500-3000 keV,active_veto_pass,active-veto,9,0.0005292309482091279,0.00017641031606970925,{}
FLUKA,delayed,Ta-182,e1500_3000,1500-3000 keV,raw,raw,33,0.001940513476766801,0.0003378000373860065,{}
FLUKA,delayed,Ta-182,e1500_3000,1500-3000 keV,side_compton_fov_pass,final,7,0.00041162407082932166,0.00015557927500891737,"{""keep"": 1, ""reject_kept"": 4, ""single"": 2, ""veto"": 2}"
FLUKA,delayed,Ta-182,e3000_10000,3000-10000 keV,active_veto_pass,active-veto,1,5.880343868990309e-05,5.880343868990309e-05,{}
FLUKA,delayed,Ta-182,e3000_10000,3000-10000 keV,raw,raw,7,0.00041162407082932166,0.00015557927500891737,{}
FLUKA,delayed,Ta-182,e3000_10000,3000-10000 keV,side_compton_fov_pass,final,1,5.880343868990309e-05,5.880343868990309e-05,"{""reject_kept"": 1}"
FLUKA,delayed,Ta-182,e300_480,300-480 keV,active_veto_pass,active-veto,20,0.0011760687737980614,0.00026297697244272893,{}
FLUKA,delayed,Ta-182,e300_480,300-480 keV,raw,raw,36,0.00211692379283651,0.00035282063213941866,{}
FLUKA,delayed,Ta-182,e300_480,300-480 keV,side_compton_fov_pass,final,15,0.0008820515803485461,0.00022774473874572352,"{""keep"": 3, ""single"": 12, ""veto"": 5}"
FLUKA,delayed,Ta-182,e480_550,480-550 keV,active_veto_pass,active-veto,3,0.00017641031606970925,0.0001018505434706736,{}
FLUKA,delayed,Ta-182,e480_550,480-550 keV,raw,raw,6,0.00035282063213941856,0.0001440384199112971,{}
FLUKA,delayed,Ta-182,e480_550,480-550 keV,side_compton_fov_pass,final,3,0.00017641031606970925,0.0001018505434706736,"{""single"": 3}"
FLUKA,delayed,Ta-182,e550_800,550-800 keV,active_veto_pass,active-veto,1,5.880343868990309e-05,5.880343868990309e-05,{}
FLUKA,delayed,Ta-182,e550_800,550-800 keV,raw,raw,15,0.0008820515803485461,0.00022774473874572352,{}
FLUKA,delayed,Ta-182,e550_800,550-800 keV,side_compton_fov_pass,final,1,5.880343868990309e-05,5.880343868990309e-05,"{""single"": 1}"
FLUKA,delayed,Ta-182,e800_1500,800-1500 keV,active_veto_pass,active-veto,21,0.0012348722124879644,0.0002694712089201758,{}
FLUKA,delayed,Ta-182,e800_1500,800-1500 keV,raw,raw,70,0.004116240708293215,0.0004919848657458922,{}
FLUKA,delayed,Ta-182,e800_1500,800-1500 keV,side_compton_fov_pass,final,9,0.0005292309482091279,0.00017641031606970925,"{""keep"": 7, ""single"": 2, ""veto"": 12}"
FLUKA,delayed,Ti-45,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,1,0.0006787801777182261,0.0006787801777182261,{}
FLUKA,delayed,Ti-45,all_tes_gt0,all TES > 0,raw,raw,1,0.0006787801777182261,0.0006787801777182261,{}
FLUKA,delayed,Ti-45,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,1,0.0006787801777182261,0.0006787801777182261,"{""single"": 1}"
FLUKA,delayed,V-49,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,1,2.105272431732538e-05,2.105272431732538e-05,{}
FLUKA,delayed,V-49,all_tes_gt0,all TES > 0,raw,raw,1,2.105272431732538e-05,2.105272431732538e-05,{}
FLUKA,delayed,V-49,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,1,2.105272431732538e-05,2.105272431732538e-05,"{""single"": 1}"
FLUKA,delayed,W-187,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,1,0.0006787611206767161,0.0006787611206767161,{}
FLUKA,delayed,W-187,all_tes_gt0,all TES > 0,raw,raw,4,0.0027150444827068643,0.0013575222413534321,{}
FLUKA,delayed,W-187,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,1,0.0006787611206767161,0.0006787611206767161,"{""keep"": 1}"
FLUKA,delayed,W-187,e100_300,100-300 keV,active_veto_pass,active-veto,1,0.0006787611206767161,0.0006787611206767161,{}
FLUKA,delayed,W-187,e100_300,100-300 keV,raw,raw,3,0.0020362833620301483,0.0011756487472144622,{}
FLUKA,delayed,W-187,e100_300,100-300 keV,side_compton_fov_pass,final,1,0.0006787611206767161,0.0006787611206767161,"{""keep"": 1}"
FLUKA,delayed,activation,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,666,0.07281148671920441,0.005689989631589996,{}
FLUKA,delayed,activation,all_tes_gt0,all TES > 0,raw,raw,1460,0.13240281327689737,0.007876908679488228,{}
FLUKA,delayed,activation,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,589,0.0649126291448093,0.005381944942882936,"{""keep"": 82, ""reject_kept"": 51, ""single"": 456, ""veto"": 77}"
FLUKA,delayed,activation,e100_300,100-300 keV,active_veto_pass,active-veto,190,0.020022636110769536,0.002999269830452657,{}
FLUKA,delayed,activation,e100_300,100-300 keV,raw,raw,435,0.03300120450993804,0.003892192811307435,{}
FLUKA,delayed,activation,e100_300,100-300 keV,side_compton_fov_pass,final,168,0.01910341056882167,0.002990552863065948,"{""keep"": 22, ""reject_kept"": 14, ""single"": 132, ""veto"": 22}"
FLUKA,delayed,activation,e1500_3000,1500-3000 keV,active_veto_pass,active-veto,12,0.0025655714813638056,0.0011888432144758932,{}
FLUKA,delayed,activation,e1500_3000,1500-3000 keV,raw,raw,43,0.008049535064653423,0.0020641684960112238,{}
FLUKA,delayed,activation,e1500_3000,1500-3000 keV,side_compton_fov_pass,final,9,0.0017691844262657736,0.0009724659223534127,"{""keep"": 3, ""reject_kept"": 4, ""single"": 2, ""veto"": 3}"
FLUKA,delayed,activation,e3000_10000,3000-10000 keV,active_veto_pass,active-veto,1,5.880343868990309e-05,5.880343868990309e-05,{}
FLUKA,delayed,activation,e3000_10000,3000-10000 keV,raw,raw,7,0.00041162407082932166,0.00015557927500891737,{}
FLUKA,delayed,activation,e3000_10000,3000-10000 keV,side_compton_fov_pass,final,1,5.880343868990309e-05,5.880343868990309e-05,"{""reject_kept"": 1}"
FLUKA,delayed,activation,e300_480,300-480 keV,active_veto_pass,active-veto,61,0.010077521771654732,0.002427797427594644,{}
FLUKA,delayed,activation,e300_480,300-480 keV,raw,raw,199,0.02413270146699112,0.003773186550604631,{}
FLUKA,delayed,activation,e300_480,300-480 keV,side_compton_fov_pass,final,53,0.009095430675286217,0.0023272477832631594,"{""keep"": 11, ""single"": 42, ""veto"": 8}"
FLUKA,delayed,activation,e480_550,480-550 keV,active_veto_pass,active-veto,21,0.009037724671787432,0.0024495656374452076,{}
FLUKA,delayed,activation,e480_550,480-550 keV,raw,raw,75,0.01770333094563126,0.0033974771303059413,{}
FLUKA,delayed,activation,e480_550,480-550 keV,side_compton_fov_pass,final,18,0.007001384140622803,0.002148986790528132,"{""keep"": 2, ""single"": 16, ""veto"": 3}"
FLUKA,delayed,activation,e550_800,550-800 keV,active_veto_pass,active-veto,50,0.0009914580735918292,0.0005488457998363267,{}
FLUKA,delayed,activation,e550_800,550-800 keV,raw,raw,184,0.004748969223534048,0.0012684110898659,{}
FLUKA,delayed,activation,e550_800,550-800 keV,side_compton_fov_pass,final,46,0.000982163398680185,0.0005487671238654478,"{""keep"": 14, ""single"": 32, ""veto"": 4}"
FLUKA,delayed,activation,e800_1500,800-1500 keV,active_veto_pass,active-veto,37,0.005502160412254077,0.0016894749901483915,{}
FLUKA,delayed,activation,e800_1500,800-1500 keV,raw,raw,112,0.009930528686068404,0.0019883360674894106,{}
FLUKA,delayed,activation,e800_1500,800-1500 keV,side_compton_fov_pass,final,17,0.0033463001950778475,0.0013721376797202146,"{""keep"": 11, ""single"": 6, ""veto"": 20}"
FLUKA,delayed,activation,w2_510p58_511p42,W2 510.58-511.42 keV,active_veto_pass,active-veto,12,0.008145362110728156,0.002351363503637939,{}
FLUKA,delayed,activation,w2_510p58_511p42,W2 510.58-511.42 keV,raw,raw,20,0.012227335974062713,0.0028798353853080145,{}
FLUKA,delayed,activation,w2_510p58_511p42,W2 510.58-511.42 keV,side_compton_fov_pass,final,10,0.006787801757281753,0.0021464913858703755,"{""single"": 10, ""veto"": 2}"
FLUKA,prompt,all_prompt,all_tes_gt0,all TES > 0,active_veto_pass,active-veto,2577,1.8578320309360024,0.04305364127471861,{}
FLUKA,prompt,all_prompt,all_tes_gt0,all TES > 0,raw,raw,6779,4.77078632932914,0.06453944009091014,{}
FLUKA,prompt,all_prompt,all_tes_gt0,all TES > 0,side_compton_fov_pass,final,2429,1.7574086730978025,0.042254883069672844,"{""keep"": 158, ""reject_kept"": 411, ""single"": 1860, ""veto"": 148}"
FLUKA,prompt,all_prompt,e100_300,100-300 keV,active_veto_pass,active-veto,213,0.17777637311144892,0.01735248892816139,{}
FLUKA,prompt,all_prompt,e100_300,100-300 keV,raw,raw,1217,0.8827747919245448,0.0301395176367577,{}
FLUKA,prompt,all_prompt,e100_300,100-300 keV,side_compton_fov_pass,final,201,0.16963393850977604,0.017192554645303653,"{""keep"": 24, ""reject_kept"": 6, ""single"": 171, ""veto"": 12}"
FLUKA,prompt,all_prompt,e1500_3000,1500-3000 keV,active_veto_pass,active-veto,54,0.036640960665191,0.004986203184172628,{}
FLUKA,prompt,all_prompt,e1500_3000,1500-3000 keV,raw,raw,496,0.33655392062937856,0.015111717140797131,{}
FLUKA,prompt,all_prompt,e1500_3000,1500-3000 keV,side_compton_fov_pass,final,21,0.014249262480907611,0.0031094439960025417,"{""keep"": 15, ""reject_kept"": 4, ""single"": 2, ""veto"": 33}"
FLUKA,prompt,all_prompt,e3000_10000,3000-10000 keV,active_veto_pass,active-veto,62,0.042069251134108185,0.005342800236834652,{}
FLUKA,prompt,all_prompt,e3000_10000,3000-10000 keV,raw,raw,347,0.24020176217704492,0.01373930820418783,{}
FLUKA,prompt,all_prompt,e3000_10000,3000-10000 keV,side_compton_fov_pass,final,32,0.02171316187566874,0.003838381000821646,"{""keep"": 16, ""reject_kept"": 15, ""single"": 1, ""veto"": 30}"
FLUKA,prompt,all_prompt,e300_480,300-480 keV,active_veto_pass,active-veto,142,0.13909981549406075,0.0180674154454281,{}
FLUKA,prompt,all_prompt,e300_480,300-480 keV,raw,raw,799,0.5848977967222999,0.025078304647656903,{}
